name,price_eur,display_inch,display_cm,display_resolution,display_ratio,weight_kg,height_mm,width_mm,depth_mm,operating_system,cpu_processor,ram_memory,gpu_integrated,gpu_extra,internal_storage_gb,storage_type,battery_life_h,battery_capacity_wh,psu_watts,audio_system,speakers_count,has_touchscreen,keyboard_backlit,keyboard_numpad,has_webcam,has_bluetooth,bluetooth_version,wifi_standard,product_ean,product_sku,release_year,category
Apple Macbook PRO 14 M2 PRO 12C/19C 16GB RAM 1TB SSD  SPACE GREY,2881.12,14.2,36.1,3024x1964,-,1.6,15.5,312.6,221.2,macOS Ventura,M2 Pro,16,Apple GPU,-,1,SSD,-,70,67,-,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),1.94E+11,MPHF3D/A,2023,Notebooks
Lenovo ThinkPad P14s G4 i71360P 1x32/1TB A500 W11P,2034.62,14,35.6,1920x1200,16:10,1.34,17.9,317.7,226.9,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA RTX A500,1,SSD,-,52.5,100,Dolby Audio,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HF000XGE,-,Notebooks
Lenovo ThinkBook 16p G4 Intel Core i713700H No Touch WQXGA 16GB 512GB SSD RTX4060 W11P No WWAN,1815.41,16,40.6,2560x1600,16:10,2.2,19.9,354.6,255,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4060,512,SSD,10.5,80,230,Dolby Atmos,4,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21J8000EGE,-,Notebooks
Lenovo V15 G2IJL N5100/8GB/512SSD/FHD/matt/W11Home,393.58,6,39.6,1920x1080,16:09,1.7,19.9,359.2,235.8,Windows 11 Home,Intel SoC,8,Intel® UHD Graphics,-,512,SSD,-,38,45,Dolby Audio,2,FALSE,FALSE,TRUE,TRUE,TRUE,5,WiFi 5 (802.11ac),1.96E+11,82QY00M2GE,-,Notebooks
Acer Chromebook Vero 514 CBV5141H Core i5 1235U  8 GB RAM  256 GB SSD  Deutsch,747.19,14,35.6,1920x1080,16:09,1.4,20.5,313,224,ChromeOS,i51235U,8,Intel Iris Xe Graphics,-,256,SSD,10,-,65,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6 (802.11ax),4.71E+12,NX.KAJEG.009,-,Notebooks
Dell PRECISION 3480 I71360P 16GB 512GB 14IN FHD W11P,1412.35,14,35.6,1920x1080,16:09,1.39,1.91,321.4,212,Windows 11 Pro,i71360P,16,Intel Iris Xe Graphics,NVIDIA RTX A500,512,SSD,-,54,130,MaxxAudio,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,5YYJX,-,Notebooks
"Fujitsu LIFEBOOK U5313X WUXGA 13,3touch i5 W11P",1231.93,13.3,33.8,1920x1200,16:10,1.32,19.2,304.8,217.8,Windows 11 Pro,i51335U,16,Intel Iris Xe Graphics,-,512,SSD,-,64,65,-,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:U5X13MF5FMDE,-,Notebooks
Lenovo ThinkPad T14s G4 AMD Ryzen 7 Pro 7840U 2.8K 32GB 1TB SSD UMA W11P WWAN 4G Black TopSeller,2198.99,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.98E+11,21F80041GE,-,Notebooks
Lenovo TP T14 G3 R7 PRO 6850U 16GB 512GB SSD 14.0 WUXGA W10PDG 4G,1736.97,14,35.6,1920x1200,16:10,1.32,17.9,317.7,226.9,Windows 11 Pro,AMD SoC,16,AMD Radeon 680M,-,512,SSD,-,52.5,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),1.97E+11,21CF004NGE,-,Notebooks
ACER CHROMEBOOK 514 CB5141WT I31115G4 8GB/128GB CHROMEO,549.71,14,35.6,1920x1080,-,1.4,19.3,323,219.8,ChromeOS,i31115G4,8,Intel® UHD Graphics,-,128,SSD,10,-,45,-,2,TRUE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.71E+12,NX.AY7EG.004,-,Notebooks
Terra Mobile 1460Q (1220753,999,14,35.6,1920x1080,-,1.49,14.9,340,232,Windows 11 Pro,i510210Y,8,Intel® UHD Graphics,-,512,SSD,10,-,-,-,-,FALSE,TRUE,FALSE,TRUE,TRUE,4,WiFi 5 (802.11ac),4.04E+12,1220753,-,Notebooks
Apple MacBook Pro TB Apple M2 Chip 8?Core CPU und 10?Core GPU 8GB gem. RAM 256GB SSD DE  Space Grau,1447.22,13.3,33.8,2560x1600,-,1.4,15.6,304.1,212.4,macOS Monterey,M2,8,Apple GPU,-,256,SSD,-,58.2,67,-,-,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),1.94E+11,MNEH3D/A,2022,Notebooks
"Fujitsu LIFEBOOK U5313X WUXGA 13,3touch i7 W11P",1778.67,13.3,33.8,1920x1200,16:10,1.32,19.2,304.8,217.8,Windows 11 Pro,i71365U,32,Intel Iris Xe Graphics,,1,SSD,,64,65,,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:U5X13MF7BMDE,,Notebooks
LENOVO X13 YOGA G4 I51335U 16GB,1798.18,13.3,33.8,1920x1200,16:10,1.21,16.4,301.7,214.6,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,54.7,65,Dolby Audio,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21F2001KGE,-,Notebooks
"Dell Latitude 7440 i51345U 35,56cm 14Zoll FHD+ 16GB 512GB SSD Intel Iris Xe IR Cam &amp; Mic 3 Cell WLAN Backlit Kb W11P",1735.29,14,35.6,1920x1200,16:10,1.32,1.71,313,222.8,Windows 11 Pro,i51345U,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,MaxxAudio Pro,4,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,G4K5C,-,Notebooks
Acer CB 511 C736TCOC7CW ChromeOS,404.58,11.6,29.5,1366x768,-,1.35,21,296,211.3,ChromeOS,N100,4,Intel® UHD Graphics,-,64,Flash,12,-,45,-,2,FALSE,FALSE,FALSE,FALSE,TRUE,5.2,WiFi 6E (802.11ax),4.71E+12,NX.KD8EG.003,-,Notebooks
Fujitsu LIFEBOOK E4512 FHD I51235U 16GB 1TB SSD W11P,1064.48,15.6,39.6,1920x1080,-,1.65,20.1,357.4,230,Windows 11 Pro,i51235U,16,Intel Iris Xe Graphics,-,1,SSD,-,65,65,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:E4512M15BMDE,-,Notebooks
Samsung Galaxy Book2 Business FHD AntiGlare i71260P 16GB 512GB SSD LTE W11P Dark Grey,1463.98,14,35.6,1920x1080,-,1.5,19.9,326.4,213.8,Windows 11 Pro,i71260P,16,Intel Iris Xe Graphics,-,512,SSD,-,51.6,-,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),8.81E+12,NP646BEDKA1DE,-,Notebooks
"Acer CB Spin 511 R756TNTCOC89K 11,6 ChromeOS",528.83,11.6,29.5,1366x768,-,1.4,21.1,296,208.3,ChromeOS,N100,4,Intel® UHD Graphics,-,128,SSD,12,-,45,-,2,TRUE,FALSE,FALSE,FALSE,TRUE,5.2,WiFi 6 (802.11ax),4.71E+12,NX.KECEG.005,-,Notebooks
"Acer Chromebook 514 CB5141W  35.6 cm (14""",688.96,14,35.6,1920x1080,16:09,1.4,19.3,323,219.8,Chrome OS,i31115G4,8,Intel® UHD Graphics,-,128,SSD,10,48,45,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.71E+12,NX.AU0EG.002,-,Notebooks
Microsoft Surface Pro 9 128GB i5/8GB Platinum W10P,1290.18,13,33,2880x1920,3:02,879,209,287,9.3,Windows 11 Pro,i51245U,8,-,-,-,SSD,15.5,47.7,65,Dolby Atmos,2,FALSE,FALSE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.96E+11,S1P00004,-,Notebooks
APPLE MacBook Air Apple M2 Chip 8Core CPU und 10Core GPU 8GB gem. RAM 512GB SSD DE  Silber,1658.6,15.3,38.9,2880x1864,-,1.51,11.5,340.4,237.6,macOS Ventura,M2,8,Apple GPU,-,512,SSD,-,66.5,35,Dolby Atmos,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6 (802.11ax),1.94E+11,MQKT3D/A,2023,Notebooks
Fujitsu CELSIUS H5511 I71165G7 FHD HDR,2081.86,15.6,39.6,1920x1080,16:09,1.9,20.8,363,249,Windows 11 Pro,i71165G7,16,Intel Iris Xe Graphics,NVIDIA T500,512,SSD,-,69.7,95,-,-,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.07E+12,VFY:H511EWC72MDE,-,Notebooks
Dell Precision Intel Core i713700H  Grau,1829.36,15.6,39.6,1920x1080,16:09,1.79,2.27,357.8,233.3,Windows 11 Pro,i713700H,16,Intel Iris Xe Graphics,NVIDIA RTX A500,512,SSD,-,64,130,MaxxAudio,2,FALSE,TRUE,TRUE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,XFD19,-,Notebooks
Lenovo ThinkPad T14S G3 R7P 6850U 16GB,1638.19,14,35.6,1920x1200,16:10,1.23,16.9,317.5,226.9,Windows 11 Pro,AMD SoC,16,AMD Radeon 680M,-,512,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21CQ0044GE,-,Notebooks
Acer TM P2165153NN W11P i51335U/16GB/512GB SSD,948.88,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.B13EG.006,-,Notebooks
MSI CreatorPro M16 B13VK1229 i713700H/RTX3000/32GB W11P,3363.26,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,15851229,-,Notebooks
"Lenovo ThinkPad X1 Carbon G10 Intel Core i71255U 35,56cm 14Zoll WQUXGA 16GB 1TB SSD UMA WWAN 4G W10P DG schwarz",2049.6,14,35.6,3840x2400,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,1,SSD,-,57,65,Dolby Atmos,4,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),1.97E+11,21CB009UGE,-,Notebooks
Lenovo Thinkpad P14S G4 I71370P 64GB 1TB SSD A500 FHD+ W11P,2374.71,14,35.6,1920x1200,16:10,1.34,17.9,317.7,226.9,Windows 11 Pro,Intel SoC,64,Intel Iris Xe Graphics,NVIDIA RTX A500,1,SSD,-,52.5,100,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21HF000KGE,-,Notebooks
Gigabyte GamingNotebook AORUS 15 BSF73DE754SH  Intel Core i713700H  Schwarz,2110.39,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.72E+12,AORUS 15 BSF73DE754SH,-,Notebooks
Fujitsu Lifebook E5512A FHD AMD Ryzen 5 PRO 5675U 2x8GB 512GB W11P,999.66,15.6,39.6,1920x1080,-,2,20,357,230,Windows 11 Pro,5675U,16,AMD Radeon Graphics,-,512,SSD,13.5,65,65,-,-,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:E552AMHAAMDE,-,Notebooks
LENOVO ThinkBook 14 G6 AMD Ryzen 5 7530U WUXGA 16GB 512GB SSD UMA W11P No WWAN Arctic Grey,818.08,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.98E+11,21KJ0019GE,-,Notebooks
Apple MacBook Pro TB Apple M2 Chip 8?Core CPU und 10?Core GPU 8GB gem. RAM 512GB SSD DE  Space Grau,1642.69,13.3,33.8,2560x1600,-,1.4,15.6,304.1,212.4,macOS Monterey,M2,8,Apple GPU,-,512,SSD,-,58.2,67,-,-,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),1.94E+11,MNEJ3D/A,2022,Notebooks
MSI Creator Z17 HX Studio A13VFT059 i713700HX/RTX4060 W11P,3686.37,17,43.2,2560x1600,16:10,2.49,19,382,260,Windows 11 Pro,Intel HM770,32,Intel® UHD Graphics,NVIDIA GeForce RTX 4070,2000,SSD,-,90,280,-,4,TRUE,TRUE,TRUE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.71E+12,0017N2059,-,Notebooks
Lenovo TP X13S G1 SC8280XP 16GB 512GB SSD 13.3 WUXGA W11P 5G,1259.58,13.3,33.8,1920x1200,16:10,1.06,13.4,298.7,206.4,Windows 11 Pro,8CX,16,Adreno 690,-,512,SSD,-,49.5,65,Dolby Audio,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21BX001LGE,-,Notebooks
Lenovo ThinkPad T14s G4 i71355U 32GB/1TB SSD 4G W11P,2263.32,14,35.6,2880x1800,16:10,1.25,16.9,317.5,226.9,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,-,1,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21F6005GGE,-,Notebooks
Acer Notebook TravelMate P4 TMP41652514B  Intel Core i51335U  Slate Blue,1192.97,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.VZXEG.006,-,Notebooks
Fujitsu LIFEBOOK E5513 FHD 15 i5 W11P VFY:E5513MF5HMDE,1076.22,15,39.6,1920x1080,-,1.65,20.1,357.4,230,Windows 11 Pro,i51335U,8,Intel Iris Xe Graphics,-,256,SSD,10.5,65,65,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),4.07E+12,VFY:E5513MF5HMDE,-,Notebooks
MSI Creator Z17 HX Studio A13VGT055 i913950HX/RTX4070 W11P,4383.99,17,43.2,2560x1600,16:10,2.49,19,382,260,Windows 11 Pro,Intel HM770,64,Intel® UHD Graphics,NVIDIA GeForce RTX 4070,2000,SSD,-,90,280,-,4,TRUE,TRUE,TRUE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.71E+12,0017N2055,-,Notebooks
Acer Notebook TravelMate P4 TMP41652593P  Intel Core i51335U  Slate Blue,1154.97,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.VZXEG.005,-,Notebooks
Lenovo ThinkPad P16s G2 R7 Pro7840U 1x16/512GB W11P,1517.25,16,40.6,1920x1200,16:10,1.7,20.5,362,255.5,Windows 11 Pro,AMD SoC,16,AMD Radeon 780M,-,512,SSD,-,52.5,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21K9000FGE,-,Notebooks
Acer TM P4 P41453759Q 14 i7 W11P 2K IPS,1282.97,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.VZTEG.006,-,Notebooks
Gigabyte G5 KFE3DE313SD 16 GB (2x 8 GB,1255.78,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.72E+12,G5 KFE3DE313SD,-,Notebooks
LENOVO TP P16S G1 R7P6850U 32GB,1797.69,16,40.6,1920x1200,16:10,1.81,20.5,362,255.5,Windows 11 Pro,AMD SoC,32,AMD Radeon 680M,-,1,SSD,-,86,65,Dolby Audio,2,TRUE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21CK0055GE,-,Notebooks
MSI Creator M16 A12UC284 i712700H/16GB/512GB/RTX3050 W11H,1698.4,16,40.6,2560x1600,-,2.26,23.9,359,259,Windows 11 Home,i712700H,16,Intel Iris Xe Graphics,NVIDIA GeForce RTX 3050,512,SSD,-,53.5,180,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),4.72E+12,1584284,-,Notebooks
"Microsoft Surface Laptop5 512GB (13""/i5/16GB",1430.67,13.5,34.3,2256x1504,3:02,1.27,14.5,308,223,Windows 11 Pro,i51245U,16,Intel Iris Xe Graphics,-,512,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,R8P00005,2022,Notebooks
Dell Notebook 5470 Intel Core i712800H  Grau,1954.67,14,35.6,1920x1200,16:10,1.48,7.49,310.6,210.3,Windows 10 Pro,i712800H,16,Intel Iris Xe Graphics,NVIDIA RTX A1000,512,SSD,-,72,130,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,F04R9,-,Notebooks
Dell Alienware 15 R7 RYZEN7 16GB,1963.66,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,5.40E+12,0NFT6,-,Notebooks
Acer Chromebook Enterprise Spin 714 CP7141WN  Core i3 1215U  8 GB RAM  128 GB SSD  Deutsch,931.51,14,35.6,1920x1080,16:09,1.4,18,312.6,224,ChromeOS for Enterprise,i31215U,8,Intel® UHD Graphics,-,128,SSD,10,56,65,DTS Audio Processing,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.71E+12,NX.K7REG.001,-,Notebooks
Acer Notebook TravelMate P4 TMP4165270Q0  Intel Core i71355U  Slate Blue,1320.97,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.VZXEG.007,-,Notebooks
Lenovo V15 G3 ABA RYZ55625U/16GB/512SSD/FHD/matt/W11Home,618.37,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.97E+11,82TV0060GE,-,Notebooks
Dell Precision 3581 FHD i7 W11P,1868.78,15.6,39.6,1920x1080,16:09,1.79,2.27,357.8,233.3,Windows 11 Pro,i713700H,32,Intel Iris Xe Graphics,NVIDIA RTX A1000,512,SSD,-,64,130,MaxxAudio,2,FALSE,TRUE,TRUE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,0VC7G,-,Notebooks
Microsoft Surface Laptop 5 i5 16GB 512GB 2256x1504/Touch/platin W10P,1742.9,13.5,34.3,2256x1504,3:02,1.27,14.5,308,223,Windows 10 Pro,i51245U,16,Intel Iris Xe Graphics,-,512,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,R8Q00005,2022,Notebooks
Acer Chromebook Spin 512 R853TNAC0EX Chrome Cel.N5100/4GB LPDDR4X/32GB eMMC,430.56,12,30.5,1366x912,3:02,1.45,21.1,296,230.6,Chrome OS,N5100,4,Intel® UHD Graphics,-,32,Flash,12,48,45,-,2,TRUE,FALSE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.71E+12,NX.A92EG.003,-,Notebooks
MSI CreatorPro Z17 HX A13VKT219 i913980HX/RTX3000 W11P,5024.99,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,0017N2219,-,Notebooks
LENOVO P16S G1 R7P6850U 16GB,1244.86,16,40.6,1920x1200,16:10,1.81,20.5,362,255.5,Windows 11 Pro,AMD SoC,16,AMD Radeon 680M,-,512,SSD,-,52.5,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21CK004YGE,-,Notebooks
Dell Latitude 7430 i51245U FHD 16GB 512GB SSD Intel Iris Xe IR Cam &amp; Mic 4 Cell WLAN Backlit Kb W10P/W11P 3Y BO,1566.48,14,35.6,1920x1080,16:09,1.22,1.73,321.4,208.7,Windows 10 Pro,i51245U,16,Intel Iris Xe Graphics,-,512,SSD,-,58,65,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,JH9D2,-,Notebooks
Terra Mobile 1716T i31115G4 W11P,789,17.3,43.9,1920x1080,16:09,2.4,248,400,268,Windows 11 Pro,i31115G4,8,Intel® UHD Graphics,-,500,SSD,6,-,-,-,-,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),4.04E+12,1220775,-,Notebooks
Lenovo ThinkPad X13 Gen 2 20WL  Intel Core i5 1135G7 / 2.4 GHz  kein Betriebssystem  Iris Xe Graphics  16 GB RAM  512 GB,819.89,13.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.96E+11,20WLS1DV00?ABVERKAUF,-,Notebooks
Microsoft Surface Laptop 5  i5/ 8GB/ 512GB *schwarz* W11P,1418.99,5,34.3,2256x1504,3:02,1.3,14.5,308,223,Windows 11 Pro,i51245U,8,Intel Iris Xe Graphics,-,512,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,R1T00028,2022,Notebooks
Apple Macbook Pro 14 M2 MAX 12C/30C grau,3626.35,14.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Z17GGR31,-,Notebooks
Lenovo ThinkPad L15 G3 i51235U 16/512GB FHD IPS 4G W10P,1080.81,15.6,39.6,1920x1080,16:09,1.76,19.9,360.2,237,Windows 10 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),1.97E+11,21C3001FGE,-,Notebooks
Lenovo V15 G3 IAP i51235U/16GB/512GBSSD/FHD/matt/W11Home,669.72,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.97E+11,82TT0079GE,-,Notebooks
INTEL Bishop County Whitebook Core i51135G7 2.4GHz RAM 8GB Iris XE Graphics Black Keyboard Midnight Black EUPlug,1071.97,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,5.03E+12,BBC510BCG7A02,-,Notebooks
Acer ConceptD 3 Pro CN31673P708L Ci711800H/16GB/1TB SSD/W11P,1467.19,16,40.6,1920x1200,16:10,2.2,209.9,358,249,Windows 11 Pro,Intel HM570,16,Intel® UHD Graphics,NVIDIA T1200,1,SSD,13,56,135,-,1,FALSE,TRUE,TRUE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.71E+12,NX.C6VEG.003,-,Notebooks
SAMSUNG Galaxy Book3 Ultra i913900H 16GB 1TB SSD NVIDIA RTX 4070 W11H Graphite,3641.79,16,40.6,2880x1800,16:10,1.79,16.5,355.4,250.4,Windows 11 Home,i913900H,16,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4070,1000,SSD,-,76,100,Dolby Atmos,4,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),8.81E+12,NP960XFHXA3DE,-,Notebooks
Dell Latitude 9430 I71265U 16GB,1883.56,14,35.6,1920x1200,16:10,1.27,8.46,310.6,215.2,Windows 10 Pro,i71265U,16,Intel Iris Xe Graphics,-,512,SSD,-,59.6,65,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,RR4VP,-,Notebooks
Microsoft Surface Laptop Studio Core i5/16GB/256GB/Intel Iris Xe Graphics /Win11Pro Platinum,1711.49,14.4,36.6,2400x1600,3:02,1.74,18.9,323.3,228.3,Windows 11 Pro,i511300H,16,Intel Iris Xe Graphics,-,256,SSD,19,58,65,Dolby Atmos,4,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),8.90E+11,TNX00005,-,Notebooks
Lenovo TP P14S G3 I71260P 16GB 512GB SSD T550 14.0 FHD+ W11DG,1842.99,16,35.6,1920x1200,16:10,1.24,17.9,317.7,226.9,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,NVIDIA Quadro T550,512,SSD,-,52.5,100,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21AK008SGE,-,Notebooks
Dell Alienware M15 R7 RYZEN9 16GB,2698.99,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,5.40E+12,NT4MM,-,Notebooks
"Microsoft Notebook Surface Laptop 5  i7/16GB/ 512GB W11P, platinum",1648.39,15,38.1,2496x1664,3:02,1.56,14.7,340,244,Windows 11 Pro,i71265U,16,Intel Iris Xe Graphics,-,512,SSD,17,47.4,65,Dolby Atmos,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,RIQ00005,-,Notebooks
Apple MacBook Pro 14 M2 PRO 10C/16C 32GB RAM 512GB SSD 67W  GREY,2988.69,14.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Z17GGR11,-,Notebooks
Samsung Galaxy Book3 Pro i71360P 16GB 512GB SSD Intel Iris X W11H Graphite,2242.1,16,40.6,2880x1800,-,1.56,12.5,355.4,250.4,Windows 11 Home,i71360P,16,Intel Iris Xe Graphics,-,512,SSD,-,76,65,Dolby Atmos,4,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),8.81E+12,NP960XFGKC2DE,-,Notebooks
LENOVO P15V G3 I712700H 32GB 1TB SSD A2000 15.6 FHD W11P,2508.35,15.6,39.6,1920x1080,16:09,2.23,22.7,366.5,250,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA RTX A2000,1,SSD,-,68,135,Dolby Audio Premium,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21D80068GE,-,Notebooks
Gigabyte AORUS 17H BXF74DE554SH i7 W11 360Hz,2968.73,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.72E+12,AORUS 17H BXF74DE554SH,-,Notebooks
